12118409	Not a good idea because it would set a precedent to let the anti immigrant states write their own restrictive laws. that said at minimum New York should issue temporary special instate drivers licenses to non citizens so they legally drive and have the ability to purchase insurance.	This would allow anti-citizenship states write their own immigration laws.
12114985	So someone who is in this country illegally, ignores and disrespects our sovereignty and laws, does not have to show any knowledge or allegiance to our nation is going to vote for government officials? Worse, they are going to decide the fate of persons in criminal cases, a jury supposedly of our peers but instead decided on what, their culture or knowledge from a foreign land, often places that do not have our constitutional protections? Are these abdicates insane?	Illegal residents should not get citizenship because then they would be allowed to vote without proper knowledge.
12118061	This concept of allowing of states to grant citizenship is a really bad idea. While the idea of states granting citizenship has historical roots and may make North East and West Coast Blues States feel good the precedent has serious drawbacks. Does anyone for a minute believe that some of the more retrograde red states would not seize on the opportunity to make state citizenship far more restrictive in their bailiwicks. I can picture some of these states going back to the original definition "White Male Property Owners over 21 years of age" and probably add membership in a fundamentalist Protestant church as an enhancement. In short This is a really bad idea.	The idea of allowing states to grant citizenship may have historical roots, but it has serious drawbacks. If state citizenship were used to mitigate immigration issues, some state would be more restrictive. Some states might consider going back to a restricting citizenship to white property owners over the age of 21.
12118132	Hmmm... the States-Righters ought to love this, huh? It certainly has precedents and does not seem prima facie unconstitutional. After all, would not a lot of Texans, Alaskans, and others enjoy giving total fealty to their state and avoiding any responsibility to a larger polity? No? When enough people realize that immigration is driven by forces much stronger and more pervasive than domestic policy, that it cannot be eliminated by laws, fences, patrols, or any other local action, and that it will continue to be the boon for us that it has always been, perhaps then a rational discussion will ensue.	Immigration can't be eliminated to laws and fences and has always been a boon for us.
16312746	Determining entitlement to reparations would open major wounds in US society. The issue of the extent of racial mixing would have to be addressed -- a topic that the US (particularly the South, where it was rampant) finds extremely painful. Aside from permitting reparations for people who are obviously white, it would open a socially-divisive new polemic on determining who is white and who is black, based on genetics. As a society that is pretty much committed to allowing natural processes to make us, as individuals, as rainbow as we wish to be, reparations would be a terrible step backwards into social identifications based on race.	If so, then everyone would be forced to discuss their difficult past and racial mixing. It would be too racially based. Reparations would allow for continued discrimination based on race, rather than allowing people of all races to blend together.
16325513	As a student of history I have learned that it is not wise to apply the understandings, mores and concerns of one's own time and place to past generations. George Washington owned slaves and no one in his day thought him any the worse for it. Indeed, I dare say he would be hard pressed to understand, let alone consider, the arguments of anyone in today's world favoring reparations for what was a legal and acceptable practice in his day and age. People of every time and place should be seen in the terms of their own time and place - not ours. If history teaches us anythiing it might for us to examine the failures of the past and at least attempt not to repeat them in our present.	Being a student of history I have learned you cannot apply today's societal norms to the ones of past generations. History should be seen from the historic point of view - not ours.
16319702	If an individual or a group is managing their affairs poorly, chances are, it has nothing to do with the way their forebears were treated 150 years ago and beyond. I would suggest that they look in the mirror and recite a little Shakespeare: "to thine own self be true".	How forebears were treated 150 years ago shouldn't effect your state of being today. My suggestion is no reparations.
16318175	In 1860, the US Census reports that less than 2% of the census populations owned even one slave. Even in the Deep South, less than 4% of the population owned a slave. And, history shows that amongst the Southern slave owners were Blacks and African Americans. When one considers that most of the wealth generated by the industrial revolution occurred in the slave free North, it's hard to agree with the author's statement that "...much of the wealth enjoyed by" the US was gained through the slave trade. Overall, out of the 12-15 million Africans transported to the Americas, less than 4% ended up in British North America or the subsequent US. It would make as much sense for African Americans to seek reparations from the West African kingdoms that captured the slaves and sold them to European slavers.	Very few people actually owned slaves and most of them were African American. It is difficult to agree that wealth was gain through slave trade. Only 4% of the 12-15 million slaves ended up in the US. It would make sense for them to seek reparations from the West African kingdoms that captured the slaves, and sold them to European slavers.
16318006	The chief argument against slave reparations in the United States is that the descendants of Africans transported as slave to the present-day United States are much better off than the descendants of Africans whose ancestors were not enslaved and transported to the United States. Today, the average per-capital income in Sub-Sahara Africa is about $750 a year and the average life expectancy is about 50 years. Africans Americans are by far the world's most affluent large black population.	Many descendants of slaves are well off today.
16325283	Instead of reparations maybe the more wealthy and more developed countries could use provisions in their mutually beneficial trade pacts to help the sluggish economies of the Island Nations that were devastated by the slave trade and then abandoned. Documentation and periodic reviews might help identify the best of those policies and make adjustments for the good of all involved.	Rich countries could add provisions in their mutually beneficial trade pacts. Through thorough research, reparations could be possible.
16318425	As degrading and horrible as the act of human trafficking was during the transatlantic slave trade, nothing can be done to heal that wound. At the time it was acceptable; when the New World was discovered, once America declared it independence, slavery was abolished after much 'kicking and screaming'. Consider this: IN NO WAY, SHAPE OR FORM excusing the action, the benefit derived was the citizenship and cultural influence in helping shape the country - both good and bad. While the black community makes up ~18% of the population, issues like illegal immigration and immigration reform have a large impact on the economic well-being in the minority precincts around the country. The white-Hispanics who want open borders and demand job opportunities when they're not US citizens are the ones haranguing the legislators about amnesty and work permits. Issuing work permits and SSNs will only create more identity theft and fewer employment opportunities for the minority community. Is that any kind of reparation?	Paying reparations to heal the wounds from the slave trade would be nearly impossible to do fairly and would not be effective in bridging the divide.
