"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.collectedAnnotationResults"	"Answer.arg599542_stance_group"	"Answer.arg194429_stance_group"	"Answer.arg23585_stance_group"	"Answer.arg23585_implicitStance"	"Answer.arg30583_stance_group"	"Answer.feedback"	"Answer.Submit HIT"	"Answer.arg194429_implicitStance"	"Answer.arg145058_stance_group"	"Answer.arg554410_stance_group"	"Answer.arg4805_stance_group"	"Answer.arg73342_stance_group"	"Answer.arg73342_implicitStance"	"Answer.arg161528_stance_group"	"Answer.arg310070_stance_group"	"Answer.arg194777_stance_group"	"Answer.arg113594_stance_group"	"Answer.arg310070_implicitStance"	"Answer.arg113594_implicitStance"	"Answer.arg318855_stance_group"	"Answer.arg17670_stance_group"	"Answer.arg663249_stance_group"	"Answer.arg100005_stance_group"	"Answer.arg663249_implicitStance"	"Answer.arg100005_implicitStance"	"Answer.arg17670_implicitStance"	"Answer.arg133920_stance_group"	"Answer.arg133920_implicitStance"	"Answer.arg198954_stance_group"	"Answer.arg156335_stance_group"	"Answer.arg591584_stance_group"	"Answer.arg591584_implicitStance"	"Answer.arg156335_implicitStance"	"Answer.arg6315_stance_group"	"Answer.arg157601_stance_group"	"Answer.arg33062_stance_group"	"Answer.arg544445_stance_group"	"Answer.arg544445_implicitStance"	"Answer.arg211308_stance_group"	"Answer.arg82289_stance_group"	"Answer.arg143002_stance_group"	"Answer.arg586594_stance_group"	"Answer.arg211308_implicitStance"	"Answer.arg82289_implicitStance"	"Answer.arg592218_stance_group"	"Answer.arg192883_stance_group"	"Answer.arg55051_stance_group"	"Answer.arg322000_stance_group"	"Answer.arg592218_implicitStance"	"Answer.arg733484_stance_group"	"Answer.arg648720_stance_group"	"Answer.arg112951_stance_group"	"Answer.arg575191_stance_group"	"Answer.arg112951_implicitStance"	"Answer.arg108714_stance_group"	"Answer.arg480766_stance_group"	"Answer.arg516654_stance_group"	"Answer.arg108162_stance_group"	"Answer.arg108162_implicitStance"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3Z2R0DQ0JIQ0OW0PZMO6ADGRLQG2E5"	"A1AYFPD1RFW8P5"	"Approved"	"Fri Jan 06 00:01:17 CET 2017"	"Thu Dec 29 23:55:05 CET 2016"	"Fri Dec 30 00:01:17 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg194429_4""]]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"1"	"1"	"1"	"on"	"1"	"not really"	""
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"317HQ483I848TNR4HOCHNGHHOEFNIR"	"A33FOE44XB2G2X"	"Approved"	"Fri Jan 06 00:08:34 CET 2017"	"Fri Dec 30 00:06:56 CET 2016"	"Fri Dec 30 00:08:34 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg194429_4""]]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	""	""
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3SNVL38CI54G8EK1S1OFKL2IHERKCI"	"AJE0K0QN4T6F0"	"Approved"	"Fri Jan 06 00:19:57 CET 2017"	"Fri Dec 30 00:13:56 CET 2016"	"Fri Dec 30 00:19:57 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	""	""	"on"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3O7L7BFSHF14ZHEROP9YXTN8AMFIEY"	"AKC90OYLRWKVW"	"Approved"	"Fri Jan 06 00:24:44 CET 2017"	"Fri Dec 30 00:16:03 CET 2016"	"Fri Dec 30 00:24:44 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_0""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_1""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	"Perhaps allow people to select smaller sections of text instead of a long sentence where the argument is stated but is simultaneously clouded by distracting supporting details within the same sentence. "	""	"on"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3TVRFO09GLRFVIDE4XW3DY077WQXL6"	"A1FR59CO9Q41FC"	"Approved"	"Fri Jan 06 01:36:53 CET 2017"	"Fri Dec 30 01:35:51 CET 2016"	"Fri Dec 30 01:36:53 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_0"",""arg599542_1"",""arg599542_2"",""arg599542_3"",""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_1""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	""	""	"on"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3HFNH7HEMIQF0TY17S4V6YZ6ECHQGW"	"A2KBZ75HMJ7KVX"	"Approved"	"Fri Jan 06 01:43:49 CET 2017"	"Fri Dec 30 01:38:18 CET 2016"	"Fri Dec 30 01:43:49 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg599542_1"",""arg599542_2""],[""arg599542_3"",""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg194429_2"",""arg194429_3"",""arg194429_4""]]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"1"	"1"	"1"		"1"	""	""	
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3S4AW7T80CUOXGP4KMUYGN39E1Q4L3"	"A2KDZ4HNHX85OR"	"Approved"	"Fri Jan 06 02:39:36 CET 2017"	"Fri Dec 30 02:38:47 CET 2016"	"Fri Dec 30 02:39:36 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg194429_2""]]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	""	""	
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3AAJC4I4FH4Y5NPT2U8BU43QB7OJZS"	"A3GLG6XF4WH2DY"	"Approved"	"Fri Jan 06 02:40:13 CET 2017"	"Fri Dec 30 02:39:50 CET 2016"	"Fri Dec 30 02:40:13 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"1"	"1"	"1"		"1"	""	""	"on"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"3EFE17QCRDH5D58PJ2BIMYQ8B0LHSH"	"A1J8A9WI6QYTVJ"	"Approved"	"Fri Jan 06 03:09:29 CET 2017"	"Fri Dec 30 03:07:36 CET 2016"	"Fri Dec 30 03:09:29 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":true,""segments"":[]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_0""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"1"	"1"	"1"		"1"	""	""	"on"
"35NNO802AV8573UBRM7FZWLXEIMINJ"	"38TZTS8OLORN2H4JXCIVT14URMTU37"	"Find the main standpoint of an argument (2 mins/HIT on average) [pilot study]"	"Given arguments to various controversies, choose the correct author's standpoint and find it in the text"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Dec 29 23:33:07 CET 2016"	"10"	"0"	"0"	"10"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Sun Jan 01 23:33:07 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=35NNO802AV8573UBRM7FZWLXEIMINJ"	"34FNN24DCNLQTY03H62YFNBJNCRY5W"	"A2DVFA1B7NMN0F"	"Approved"	"Fri Jan 06 03:16:12 CET 2017"	"Fri Dec 30 03:15:01 CET 2016"	"Fri Dec 30 03:16:12 CET 2016"	"Fri Dec 30 09:48:57 CET 2016"	""	""	""	""	"{""arg599542"":{""stanceValue"":""0"",""implicitClaim"":false,""segments"":[[""arg599542_0""],[""arg599542_4""]]},""arg194429"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg194429_1""],[""arg194429_2""],[""arg194429_3""],[""arg194429_4""]]},""arg23585"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg23585_1""]]},""arg30583"":{""stanceValue"":""1"",""implicitClaim"":false,""segments"":[[""arg30583_2""]]}}"	"0"	"1"	"1"		"1"	""	""	
