"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.feedback"	"Answer.Submit HIT"	"Answer.18332215_0_familiarGroup"	"Answer.14672166_0_familiarGroup"	"Answer.18332215_0_opposingStance_warrant"	"Answer.collectedAnnotationResults"	"Answer.14672166_0_opposingStance_warrant"	"Answer.14672166_0_opposingStance_warrant_impossible"	"Answer.15164217_250_opposingStance_warrant"	"Answer.15164217_250_familiarGroup"	"Answer.5905284_239_familiarGroup"	"Answer.5905284_239_opposingStance_warrant"	"Answer.5905284_239_opposingStance_warrant_impossible"	"Answer.2700850_116_opposingStance_warrant"	"Answer.2700850_116_familiarGroup"	"Answer.10340252_593_opposingStance_warrant"	"Answer.10340252_593_familiarGroup"	"Answer.13573791_73_opposingStance_warrant"	"Answer.9182291_166_familiarGroup"	"Answer.9182291_166_opposingStance_warrant"	"Answer.13573791_73_familiarGroup"	"Answer.2653827_354_opposingStance_warrant"	"Answer.2653827_354_familiarGroup"	"Answer.5374214_216_opposingStance_warrant"	"Answer.5374214_216_familiarGroup"	"Answer.6537087_558_opposingStance_warrant"	"Answer.6537087_558_familiarGroup"	"Answer.12074964_395_opposingStance_warrant"	"Answer.12074964_395_familiarGroup"	"Answer.12074964_395_opposingStance_warrant_impossible"	"Answer.4062498_576_opposingStance_warrant"	"Answer.4062498_576_familiarGroup"	"Answer.7528221_0_opposingStance_warrant"	"Answer.7528221_0_familiarGroup"	"Answer.20922752_0_opposingStance_warrant"	"Answer.12004909_495_familiarGroup"	"Answer.12004909_495_opposingStance_warrant"	"Answer.20922752_0_familiarGroup"	"Answer.16634255_0_familiarGroup"	"Answer.5477940_446_familiarGroup"	"Answer.5477940_446_opposingStance_warrant"	"Answer.16634255_0_opposingStance_warrant"	"Answer.6017945_213_opposingStance_warrant"	"Answer.6017945_213_familiarGroup"	"Answer.11163651_240_opposingStance_warrant"	"Answer.11163651_240_familiarGroup"	"Answer.6893177_176_opposingStance_warrant"	"Answer.6893177_176_familiarGroup"	"Answer.19638956_248_opposingStance_warrant"	"Answer.19638956_248_familiarGroup"	"Answer.18862412_71_familiarGroup"	"Answer.18862412_71_opposingStance_warrant"	"Answer.7951380_271_familiarGroup"	"Answer.7951380_271_opposingStance_warrant"	"Answer.11893475_466_opposingStance_warrant"	"Answer.11893475_466_familiarGroup"	"Answer.12004552_11_familiarGroup"	"Answer.12004552_11_opposingStance_warrant"	"Answer.18244616_0_opposingStance_warrant"	"Answer.18244616_0_familiarGroup"	"Answer.18546949_237_opposingStance_warrant"	"Answer.18546949_237_familiarGroup"	"Answer.18333733_333_opposingStance_warrant"	"Answer.18333733_333_familiarGroup"	"Answer.19640046_0_opposingStance_warrant"	"Answer.19640046_0_familiarGroup"
"30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"3NGI5ARFTUHXW27JPW43Z65QDIVP1B"	"A3PA0TKERXTK52"	"Submitted"	"Wed Mar 29 00:09:14 CEST 2017"	"Tue Mar 21 23:07:29 CET 2017"	"Tue Mar 21 23:09:14 CET 2017"	""	""	""	""	""	""	""	"yes"	"somewhat"	"I haven't done hard drugs and I'm still alive"	""	"police are equipped with guns it makes sense that they would use them"
"30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"34S9DKFK741UJN69L6YK94B5KO3YNM"	"AIZ4C8S4DW2WG"	"Submitted"	"Wed Mar 29 00:15:12 CEST 2017"	"Tue Mar 21 23:13:07 CET 2017"	"Tue Mar 21 23:15:12 CET 2017"	""	""	""	""	""	""	""	"yes"	"yes"	"its still considered dangerous and illegal"	""	"cops are trained to shoot first"
"30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQAZ2SDU"	"3WJEQKOXA9EQ9Y1H0DM69BGVEWWA1H"	"A2B6WQG0A9CKXQ"	"Submitted"	"Wed Mar 29 00:22:07 CEST 2017"	"Tue Mar 21 23:18:49 CET 2017"	"Tue Mar 21 23:22:07 CET 2017"	""	""	""	""	""	""	""	"somewhat"	"somewhat"	"I have never used marijuana"	""		"on"
"375VMB7D4JVWLR3Y2STC3R93110DIN"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=375VMB7D4JVWLR3Y2STC3R93110DIN"	"3F6KKYWMNCDRLCBIPAB6WJ1420XND3"	"A3PA0TKERXTK52"	"Submitted"	"Wed Mar 29 00:10:43 CEST 2017"	"Tue Mar 21 23:09:18 CET 2017"	"Tue Mar 21 23:10:43 CET 2017"	""	""	""	""	""	""	""				""			"more people means more people to produce extra resources "	"somewhat"	"somewhat"	"the Olympics brings revenue and attention to cities and increases tourism, the Olympics are beneficial"
"375VMB7D4JVWLR3Y2STC3R93110DIN"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=375VMB7D4JVWLR3Y2STC3R93110DIN"	"36ZN444YTSAQB8RGI3CU25HMKFDOIO"	"AA7ASGQEOMKEZ"	"Submitted"	"Wed Mar 29 00:50:32 CEST 2017"	"Tue Mar 21 23:48:57 CET 2017"	"Tue Mar 21 23:50:32 CET 2017"	""	""	""	""	""	"The second claim wasn't even a sentence?"	""				""			"Space is one of our least limited resources"	"somewhat"	"no"		"on"
"375VMB7D4JVWLR3Y2STC3R93110DIN"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=375VMB7D4JVWLR3Y2STC3R93110DIN"	"3LOTDFNYA8BE6QYS8HXJG2HG7PJWFG"	"AGRKG3YT3KMD8"	"Submitted"	"Wed Mar 29 00:55:20 CEST 2017"	"Tue Mar 21 23:53:57 CET 2017"	"Tue Mar 21 23:55:20 CET 2017"	""	""	""	""	""	""	""				""			"technology will advance to overcome the crowding"	"somewhat"	"somewhat"		"on"
"306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"3PJ71Z61R5EC4FRC8786DG5B8ED910"	"AD1ILDUXZHASF"	"Submitted"	"Wed Mar 29 00:01:59 CEST 2017"	"Tue Mar 21 23:00:38 CET 2017"	"Tue Mar 21 23:01:59 CET 2017"	""	""	""	""	""	""	""				""								"students can learn what they want on there own"	"somewhat"	"there are cameras everywhere to begin with"	"somewhat"
"306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"3GFK2QRXXATM4T5325KAUQQ3IV2W5U"	"AIZ4C8S4DW2WG"	"Submitted"	"Wed Mar 29 00:05:01 CEST 2017"	"Tue Mar 21 23:02:17 CET 2017"	"Tue Mar 21 23:05:01 CET 2017"	""	""	""	""	""	""	""				""								"most people have traditional majors: business, education..."	"yes"	"if you film someone without consent is illegal"	"yes"
"306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=306W7JMRYYAAHOT1FAQFVCRPVKJ8B3"	"32SCWG5HIIGS3O8GV2GKU2W7LTE6PT"	"AGRKG3YT3KMD8"	"Submitted"	"Wed Mar 29 00:48:11 CEST 2017"	"Tue Mar 21 23:40:50 CET 2017"	"Tue Mar 21 23:48:11 CET 2017"	""	""	""	""	""	""	""				""								"Humanities programs brainwash people"	"somewhat"	"there are enough cameras around"	"yes"
"38Z7YZ2SB3EQA0737EZW3QG2KGPIQX"	"3AKE04YHPNDJIO5SIK65ENKJDAMZH7"	"Can you make sense out of a weird reasoning in arguments? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity, logical thinking, and imagination!"	"Argumentation, NLP, natural language processing"	"$0.17"	"Tue Mar 21 22:57:51 CET 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"mthit-00003.html"	"1200"	"604800"	"Fri Mar 24 22:57:51 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=38Z7YZ2SB3EQA0737EZW3QG2KGPIQX"	"3IX2EGZR7CVP3W32SDEY811R8HJJR1"	"A2LSOEPMGWPAR3"	"Submitted"	"Wed Mar 29 00:12:55 CEST 2017"	"Tue Mar 21 23:07:07 CET 2017"	"Tue Mar 21 23:12:55 CET 2017"	""	""	""	""	""	"I think a few example sentences to go off of would be nice, more so then the one's given in blue... Also, it should be ""you'll get a headache"" in the example. "	""				""												"I don't see any difference in cherry picking between pubic and charter schools"	"somewhat"	"it is not man made there can be no one owner to such a thing."	"no"
