"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.7100204_stance_group"	"Answer.4595363_stance_group"	"Answer.8834046_stance_group"	"Answer.17005056_stance_group"	"Answer.13687488_stance_group"	"Answer.feedback"	"Answer.Submit HIT"	"Answer.13687488_sarcastic"	"Answer.4965956_stance_group"	"Answer.17285062_stance_group"	"Answer.12018473_stance_group"	"Answer.17977461_stance_group"	"Answer.6540157_stance_group"	"Answer.17977461_sarcastic"	"Answer.6540157_sarcastic"	"Answer.20929330_stance_group"	"Answer.14093070_stance_group"	"Answer.9415426_stance_group"	"Answer.18863881_stance_group"	"Answer.18864084_stance_group"	"Answer.18864084_sarcastic"	"Answer.13766119_stance_group"	"Answer.2880150_stance_group"	"Answer.8828552_stance_group"	"Answer.12762735_stance_group"	"Answer.14662098_stance_group"	"Answer.5656362_stance_group"	"Answer.2340736_stance_group"	"Answer.12010736_stance_group"	"Answer.12010736_sarcastic"	"Answer.11670084_stance_group"	"Answer.16799010_stance_group"	"Answer.11670084_sarcastic"	"Answer.10402679_stance_group"	"Answer.8062872_stance_group"	"Answer.18047102_stance_group"	"Answer.18006878_stance_group"	"Answer.19586342_stance_group"	"Answer.10402679_sarcastic"	"Answer.18047102_sarcastic"	"Answer.19586342_sarcastic"	"Answer.18006878_sarcastic"	"Answer.13686507_stance_group"	"Answer.18477681_stance_group"	"Answer.4371504_stance_group"	"Answer.11542528_stance_group"	"Answer.16318175_stance_group"	"Answer.4371504_sarcastic"	"Answer.13686507_sarcastic"	"Answer.11542528_sarcastic"	"Answer.2700862_stance_group"	"Answer.8198635_stance_group"	"Answer.2700850_stance_group"	"Answer.9841537_stance_group"	"Answer.18240881_stance_group"	"Answer.8198635_sarcastic"	"Answer.2700850_sarcastic"	"Answer.20925757_stance_group"	"Answer.5373430_stance_group"	"Answer.18043780_stance_group"	"Answer.15877080_stance_group"	"Answer.15877080_sarcastic"	"Answer.3123993_stance_group"	"Answer.7091605_stance_group"	"Answer.15997590_stance_group"	"Answer.3588995_stance_group"	"Answer.6024976_stance_group"	"Answer.15170116_stance_group"	"Answer.15997590_sarcastic"	"Answer.3588995_sarcastic"	"Answer.19630865_stance_group"	"Answer.6892783_stance_group"	"Answer.17685389_stance_group"	"Answer.13761134_stance_group"	"Answer.17292161_stance_group"	"Answer.17292161_sarcastic"	"Answer.6039843_stance_group"	"Answer.6039843_sarcastic"	"Answer.15417614_stance_group"	"Answer.13039956_stance_group"	"Answer.7227542_stance_group"	"Answer.18693158_stance_group"	"Answer.13039956_sarcastic"	"Answer.18693158_sarcastic"	"Answer.13085698_stance_group"	"Answer.7638699_stance_group"	"Answer.13678921_stance_group"	"Answer.6212065_stance_group"	"Answer.19596443_stance_group"	"Answer.13085698_sarcastic"	"Answer.6038371_stance_group"	"Answer.12542842_stance_group"	"Answer.16628414_stance_group"	"Answer.15332663_stance_group"	"Answer.13238988_stance_group"	"Answer.6038371_sarcastic"	"Answer.12542842_sarcastic"	"Answer.16628414_sarcastic"	"Answer.15332663_sarcastic"	"Answer.13764758_stance_group"	"Answer.16680446_stance_group"	"Answer.16962419_stance_group"	"Answer.12072796_stance_group"	"Answer.5617460_stance_group"	"Answer.12072796_sarcastic"	"Answer.5617460_sarcastic"	"Answer.16680446_sarcastic"	"Answer.16962419_sarcastic"	"Answer.6211379_stance_group"	"Answer.5448788_stance_group"	"Answer.15163742_stance_group"	"Answer.5481449_stance_group"	"Answer.9182092_stance_group"	"Answer.6211379_sarcastic"	"Answer.9182092_sarcastic"	"Answer.9307874_stance_group"	"Answer.17141417_stance_group"	"Answer.8890539_stance_group"	"Answer.12013232_stance_group"	"Answer.18641085_stance_group"	"Answer.8890539_sarcastic"	"Answer.12013232_sarcastic"	"Answer.4840030_stance_group"	"Answer.20644706_stance_group"	"Answer.3175582_stance_group"	"Answer.9833957_stance_group"	"Answer.2699885_stance_group"	"Answer.4840030_sarcastic"	"Answer.3175582_sarcastic"	"Answer.9833957_sarcastic"	"Answer.17359492_stance_group"	"Answer.18249267_stance_group"	"Answer.17683757_stance_group"	"Answer.17683757_sarcastic"	"Answer.12014246_stance_group"	"Answer.13562525_stance_group"	"Answer.12014246_sarcastic"	"Answer.17359492_sarcastic"	"Answer.18246796_stance_group"	"Answer.7545952_stance_group"	"Answer.3125570_stance_group"	"Answer.8686643_stance_group"	"Answer.18039353_stance_group"	"Answer.18246796_sarcastic"	"Answer.7545952_sarcastic"	"Answer.8686643_sarcastic"	"Answer.3125570_sarcastic"
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"34S6N1K2ZWVI9SDZZTEHACCDMZ1LHK"	"A3OLRWACCCCUTU"	"Approved"	"Mon Feb 20 14:31:19 CET 2017"	"Mon Feb 13 14:28:05 CET 2017"	"Mon Feb 13 14:31:19 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"0"	"1"	"1"	"2"	"1"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3KV0LJBBH3XF449NVARQOTT89DVMRQ"	"A8GWYS9O8FUEK"	"Approved"	"Mon Feb 20 15:52:20 CET 2017"	"Mon Feb 13 15:50:52 CET 2017"	"Mon Feb 13 15:52:20 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"3"	"1"	"2"	"2"	"3"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3STRJBFXOX3XUVMCENJ59V2M8T8TKG"	"A3A2OWUFY0GFOC"	"Approved"	"Mon Feb 20 19:10:52 CET 2017"	"Mon Feb 13 19:03:49 CET 2017"	"Mon Feb 13 19:10:52 CET 2017"	"Thu Feb 16 11:19:09 CET 2017"	""	""	""	""	"0"	"2"	"1"	"2"	"3"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3YWRV122CTBSZ7Z053CCOMFXW8P8U9"	"A3TQKAOIJSPPRB"	"Approved"	"Mon Feb 20 20:01:37 CET 2017"	"Mon Feb 13 19:59:20 CET 2017"	"Mon Feb 13 20:01:37 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"3"	"2"	"1"	"2"	"1"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3Z2R0DQ0JIQ0OW0PZMO6ADGROK62EM"	"A3VO9Q9MOD252D"	"Approved"	"Mon Feb 20 20:49:59 CET 2017"	"Mon Feb 13 20:44:58 CET 2017"	"Mon Feb 13 20:49:59 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"2"	"0"	"1"	"2"	"1"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3WZ36BJEV4SW1SII8A6CASJWL09TB8"	"A2MJAXJEJ4SEQM"	"Approved"	"Mon Feb 20 22:10:26 CET 2017"	"Mon Feb 13 22:08:28 CET 2017"	"Mon Feb 13 22:10:26 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"2"	"3"	"1"	"2"	"2"	""	""
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3IKZ72A5B5SOJWPEGG6WKJ4PCH7FN6"	"A3C3VSW438Q9QH"	"Approved"	"Tue Feb 21 07:09:11 CET 2017"	"Tue Feb 14 07:02:54 CET 2017"	"Tue Feb 14 07:09:11 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"1"	"0"	"0"	"0"	"2"	"The blurbs can be hard to follow and have errors."	""	"on"
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"33CKWXB73KWUFAOH4UTDYANS86T11T"	"A1HKYY6XI2OHO1"	"Approved"	"Tue Feb 21 08:41:36 CET 2017"	"Tue Feb 14 08:39:27 CET 2017"	"Tue Feb 14 08:41:36 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"0"	"1"	"1"	"1"	"1"	""	""	
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3GLB5JMZFY7LBKUW26YB6ZS7ZTNGD8"	"A1SVJRX4L97NMC"	"Approved"	"Tue Feb 21 20:23:34 CET 2017"	"Tue Feb 14 20:21:40 CET 2017"	"Tue Feb 14 20:23:34 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"3"	"1"	"1"	"2"	"3"	""	""	
"3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3TE066M5FI5XJTR2OY04E4I8HASIIF"	"Choose the main standpoint of a comment (2-3 mins/HIT on average)"	"Given comments to various controversies, choose the corresponding author's standpoint"	"Argumentation, NLP, natural language processing"	"$0.21"	"Mon Feb 13 14:25:29 CET 2017"	"18"	"0"	"0"	"18"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"600"	"604800"	"Tue Feb 21 10:24:35 CET 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3HEM8MA6H9OIRMU7K9PGCNHE5XAQPC"	"3EFE17QCRDH5D58PJ2BIMYQ8FX8SHD"	"A1H5AJ0OEOLB3S"	"Approved"	"Wed Feb 22 06:49:24 CET 2017"	"Wed Feb 15 06:47:29 CET 2017"	"Wed Feb 15 06:49:24 CET 2017"	"Thu Feb 16 11:19:08 CET 2017"	""	""	""	""	"2"	"1"	"1"	"1"	"2"	""	""	
