"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.collectedAnnotationResults"	"Answer.14672166_0_stance_group"	"Answer.14672166_0_opposingStance_warrant"	"Answer.14672166_0_familiarGroup"	"Answer.18332215_0_stance_group"	"Answer.18332215_0_opposingStance_warrant"	"Answer.18332215_0_familiarGroup"	"Answer.15164217_250_stance_group"	"Answer.15164217_250_opposingStance_warrant"	"Answer.15164217_250_familiarGroup"	"Answer.feedback"	"Answer.Submit HIT"	"Answer.5905284_239_stance_group"	"Answer.5905284_239_opposingStance_warrant"	"Answer.5905284_239_familiarGroup"	"Answer.2700850_116_stance_group"	"Answer.2700850_116_opposingStance_warrant"	"Answer.2700850_116_familiarGroup"	"Answer.10340252_593_stance_group"	"Answer.10340252_593_opposingStance_warrant"	"Answer.10340252_593_familiarGroup"	"Answer.13573791_73_stance_group"	"Answer.13573791_73_opposingStance_warrant"	"Answer.13573791_73_familiarGroup"	"Answer.9182291_166_stance_group"	"Answer.9182291_166_opposingStance_warrant"	"Answer.9182291_166_familiarGroup"	"Answer.2653827_354_stance_group"	"Answer.2653827_354_opposingStance_warrant"	"Answer.2653827_354_familiarGroup"	"Answer.5374214_216_stance_group"	"Answer.5374214_216_opposingStance_warrant"	"Answer.5374214_216_familiarGroup"	"Answer.6537087_558_stance_group"	"Answer.6537087_558_opposingStance_warrant"	"Answer.6537087_558_familiarGroup"	"Answer.12074964_395_stance_group"	"Answer.12074964_395_opposingStance_warrant"	"Answer.12074964_395_familiarGroup"	"Answer.4062498_576_stance_group"	"Answer.4062498_576_opposingStance_warrant"	"Answer.4062498_576_familiarGroup"	"Answer.7528221_0_stance_group"	"Answer.7528221_0_opposingStance_warrant"	"Answer.7528221_0_familiarGroup"	"Answer.12004909_495_stance_group"	"Answer.12004909_495_opposingStance_warrant"	"Answer.12004909_495_familiarGroup"	"Answer.20922752_0_stance_group"	"Answer.20922752_0_opposingStance_warrant"	"Answer.20922752_0_familiarGroup"	"Answer.16634255_0_stance_group"	"Answer.16634255_0_opposingStance_warrant"	"Answer.16634255_0_familiarGroup"	"Answer.5477940_446_stance_group"	"Answer.5477940_446_opposingStance_warrant"	"Answer.5477940_446_familiarGroup"	"Answer.6017945_213_stance_group"	"Answer.6017945_213_opposingStance_warrant"	"Answer.6017945_213_familiarGroup"	"Answer.11163651_240_stance_group"	"Answer.11163651_240_opposingStance_warrant"	"Answer.11163651_240_familiarGroup"	"Answer.6893177_176_stance_group"	"Answer.6893177_176_opposingStance_warrant"	"Answer.6893177_176_familiarGroup"	"Answer.18862412_71_familiarGroup"	"Answer.19638956_248_opposingStance_warrant"	"Answer.7951380_271_stance_group"	"Answer.18862412_71_opposingStance_warrant"	"Answer.19638956_248_stance_group"	"Answer.7951380_271_familiarGroup"	"Answer.19638956_248_familiarGroup"	"Answer.18862412_71_stance_group"	"Answer.7951380_271_opposingStance_warrant"	"Answer.18244616_0_opposingStance_warrant"	"Answer.11893475_466_stance_group"	"Answer.11893475_466_opposingStance_warrant"	"Answer.18244616_0_stance_group"	"Answer.12004552_11_stance_group"	"Answer.18244616_0_familiarGroup"	"Answer.11893475_466_familiarGroup"	"Answer.12004552_11_familiarGroup"	"Answer.12004552_11_opposingStance_warrant"	"Answer.18546949_237_stance_group"	"Answer.18546949_237_opposingStance_warrant"	"Answer.18546949_237_familiarGroup"	"Answer.18333733_333_stance_group"	"Answer.18333733_333_opposingStance_warrant"	"Answer.18333733_333_familiarGroup"	"Answer.19640046_0_stance_group"	"Answer.19640046_0_opposingStance_warrant"	"Answer.19640046_0_familiarGroup"
"30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"35LDD5557BGTH0WS5QITNH7UIOOKMS"	"A11HK2XJZAXPPX"	"Approved"	"Thu Mar 30 14:39:30 CEST 2017"	"Thu Mar 23 13:31:30 CET 2017"	"Thu Mar 23 13:39:30 CET 2017"	"Thu Mar 23 15:53:48 CET 2017"	""	""	""	""	""	"0"	"It doesn't relate to their dress and willingness to use force."	"no"	"0"	"The reason argues that a person would have died using something harder"	"no"	"0"	"The reason is all about how there is limited resources"	"somewhat"	""	""
"30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"3YJ6NA41JCS4RJNNFLA9361C85TJPK"	"A1CF6U3GF7DZEJ"	"Approved"	"Thu Mar 30 21:49:52 CEST 2017"	"Thu Mar 23 20:47:00 CET 2017"	"Thu Mar 23 20:49:52 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""	"0"	"Reports of police brutality have been all too common."	"somewhat"	"0"	"One person's testimony does not justify a common argument."	"somewhat"	"0"	"It is evident that we have limited resources."	"somewhat"	""	""
"30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00000.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30Y6N4AHYP89EQ6HSFNLHJAUOZYDRA"	"3C6FJU71TR57EDQII7A6NZ3ZTQ0YUV"	"A1I4CYG5YDFTYM"	"Approved"	"Thu Mar 30 23:10:37 CEST 2017"	"Thu Mar 23 22:09:10 CET 2017"	"Thu Mar 23 22:10:37 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""	"0"	"Police already act more aggressively when they are dressed more aggressively."	"somewhat"	"0"	"If this were true, given my history of using it, I would have died a few decades ago."	"somewhat"	"0"	"There are only so many natural resources and things people need to survive. We must make sure that the population stays at a point where we have enough supplies for everyone."	"somewhat"	""	""
"30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3RUIQRXJBC0KVOWPQETF245K7JPLLG"	"A1OYYWJ2B7OQTD"	"Approved"	"Thu Mar 30 19:34:56 CEST 2017"	"Thu Mar 23 18:31:53 CET 2017"	"Thu Mar 23 18:34:56 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""	"0"	"The costs associated with improving the cities often cost more than the boon from Olympics."	"yes"	"0"	"It is wrong because students need humanities to think critically and outside of convention."	"yes"	"1"	"Since cameras are everyone, police cameras would not be a problem and could be helpful."	"yes"
"30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3UJ1CZ6IZI1TXCOUI0A9X1NIDO55S0"	"A1CF6U3GF7DZEJ"	"Approved"	"Thu Mar 30 21:45:55 CEST 2017"	"Thu Mar 23 20:40:22 CET 2017"	"Thu Mar 23 20:45:55 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""	"1"	"Olympics offer associated benefits."	"yes"	"0"	"Humanities offer a benefit beyond the subject matter."	"yes"	"0"	"Police officers as public agents  should have no expectation of privacy."	"somewhat"
"30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00001.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=30U1YOGZGA8LF56U74NQ7TFQA1HDSY"	"3CPLWGV3MPBFIMY1DU64ANIECLMN93"	"A1I4CYG5YDFTYM"	"Approved"	"Thu Mar 30 23:07:08 CEST 2017"	"Thu Mar 23 22:05:16 CET 2017"	"Thu Mar 23 22:07:08 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""	"1"	"Olympics are a great opportunity for cities to bring in more revenue."	"somewhat"	"0"	"Humanities programs help people learn to think more critically and in a different way."	"somewhat"	"1"	"There are already a high number of cameras in public areas that record everyones activities so these should not be necessary."	"somewhat"
"3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"3L2IS5HSFBUD2EM4B51V6J5SP5NNUJ"	"A1OSRB1Q63XXWZ"	"Approved"	"Thu Mar 30 12:22:02 CEST 2017"	"Thu Mar 23 11:08:18 CET 2017"	"Thu Mar 23 11:22:02 CET 2017"	"Thu Mar 23 15:53:48 CET 2017"	""	""	""	""	""										""	""										"0"	"They try to get the students that fit their idea of the concept of their charter.  If they pick anyone then it would not be a good fit and the school will fail."	"somewhat"	"1"	"Man should not play God.  If they patent genes it is like they are saying that they created it."	"somewhat"	"0"	"Electric cars are the cars of the future.  It will improve our environment."	"no"
"3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"35GMH2SV3FTEV3PUMKM3HQJUTRGEOQ"	"A34MRQ1OP87XC6"	"Approved"	"Thu Mar 30 17:11:44 CEST 2017"	"Thu Mar 23 16:06:10 CET 2017"	"Thu Mar 23 16:11:44 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""										"0"	"It clearly states  I see them cherry-picking all the time."	"no"	"1"	"It states that its part of the natural world and was not created by mankind"	"yes"	"0"	"This has nothing to do with the subject"	"yes"
"3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00002.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL93JGS78X0RKN6OJYSCK6D5"	"3HL8HNGX46D3UULKF6NR2I95AUZ9FH"	"A3GKXRWO1II2NM"	"Approved"	"Thu Mar 30 22:54:09 CEST 2017"	"Thu Mar 23 21:49:28 CET 2017"	"Thu Mar 23 21:54:09 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""										"0"	"They have seen cherry-picking firsthand."	"yes"	"1"	"Genes were not created by mankind."	"yes"	"1"	"Aftermarket solutions have already improved electric vehicles."	"yes"
"3V7ICJJAZAS9YN6Z3702E0BKT02B4I"	"3R1N6HJI9B1HAPJDYI1W7BJ8DQXWLT"	"Select and explain wrong claim of an argument? [~2 mins/HIT] (pilot study)"	"This HIT requires creativity and logical thinking"	"Argumentation, NLP, natural language processing"	"$0.17"	"Thu Mar 23 11:07:49 CET 2017"	"3"	"0"	"0"	"3"	"Reviewable"	"NotReviewed"	"mthit-00003.html"	"1200"	"604800"	"Sun Mar 26 12:07:49 CEST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3V7ICJJAZAS9YN6Z3702E0BKT02B4I"	"33FBRBDW6PBWDDI0JCRCUGTRTA2C8V"	"A34MRQ1OP87XC6"	"Approved"	"Thu Mar 30 17:59:05 CEST 2017"	"Thu Mar 23 16:44:29 CET 2017"	"Thu Mar 23 16:59:05 CET 2017"	"Fri Mar 24 10:14:50 CET 2017"	""	""	""	""	""										""	""																			"1"	"The claim doesn't state why it's faster than what the new invention could be"	"yes"	"0"	"The claim talks about the benefits instead of what the vacation is really worth"	"yes"	"1"	"A restaurant who has on sale prices is not that popular"	"yes"
